City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Conditions,Date
273,Yulara,AU,-25.24,130.99,73.4,20,66,10.29,broken clouds,2020-10-31 16:24:18
274,Hambantota,LK,6.12,81.12,80.6,94,20,3.36,haze,2020-10-31 16:24:18
275,Haileybury,CA,47.45,-79.64,33.8,59,1,14.99,clear sky,2020-10-31 16:24:19
276,Kununurra,AU,-15.77,128.73,80.6,78,57,9.17,broken clouds,2020-10-31 16:24:19
277,Porto Novo,BJ,6.5,2.6,86.0,79,40,13.87,scattered clouds,2020-10-31 16:24:19
278,Isangel,VU,-19.55,169.27,74.95,81,82,14.45,broken clouds,2020-10-31 16:24:19
279,Mishelevka,RU,52.86,103.17,20.77,93,89,8.41,overcast clouds,2020-10-31 16:24:20
280,Umm Lajj,SA,25.02,37.27,80.04,68,0,3.0,clear sky,2020-10-31 16:24:20
281,Codrington,AU,-38.27,141.97,47.61,88,12,3.8,few clouds,2020-10-31 16:24:20
282,Biak,ID,-0.91,122.88,77.85,74,97,5.12,overcast clouds,2020-10-31 16:24:21
283,Conde,BR,-7.26,-34.91,86.0,66,40,13.87,scattered clouds,2020-10-31 16:24:21
284,Kisangani,CD,0.52,25.2,86.0,66,20,1.88,few clouds,2020-10-31 16:24:21
285,Bambanglipuro,ID,-7.95,110.28,77.99,85,71,5.06,light rain,2020-10-31 16:24:22
286,Veselynove,UA,47.36,31.23,49.3,82,100,12.75,light rain,2020-10-31 16:24:22
287,Thai Binh,VN,20.45,106.33,73.4,88,76,1.12,broken clouds,2020-10-31 16:24:23
288,Mezen,RU,65.85,44.24,32.05,96,75,7.43,broken clouds,2020-10-31 16:24:23
289,Luderitz,NA,-26.65,15.16,72.37,39,33,27.92,scattered clouds,2020-10-31 16:24:23
290,Watertown,US,42.37,-71.18,39.0,64,20,2.28,few clouds,2020-10-31 16:23:45
291,Mgandu,TZ,-5.95,34.13,75.78,32,95,6.02,overcast clouds,2020-10-31 16:24:25
292,Chapais,CA,49.78,-74.85,26.6,63,1,11.41,clear sky,2020-10-31 16:24:25
293,Olafsvik,IS,64.89,-23.71,43.66,80,76,12.28,light rain,2020-10-31 16:24:25
294,Namatanai,PG,-3.67,152.43,80.26,78,100,5.53,overcast clouds,2020-10-31 16:24:26
295,Port Macquarie,AU,-31.43,152.92,61.0,88,3,5.21,clear sky,2020-10-31 16:24:26
296,Betsiamites,CA,48.94,-68.65,30.2,46,1,10.29,clear sky,2020-10-31 16:24:26
297,Lensk,RU,60.73,114.93,-0.83,90,54,2.98,broken clouds,2020-10-31 16:24:26
298,Belmonte,BR,-15.86,-38.88,84.2,62,75,16.11,broken clouds,2020-10-31 16:24:27
299,Beloha,MG,-25.17,45.05,71.56,64,0,12.3,clear sky,2020-10-31 16:24:27
300,Taoudenni,ML,22.68,-3.98,92.5,11,100,8.23,overcast clouds,2020-10-31 16:24:27
301,Urumqi,CN,43.8,87.6,41.0,52,0,1.57,clear sky,2020-10-31 16:24:27
302,Yar-Sale,RU,66.83,70.83,27.84,95,93,12.82,overcast clouds,2020-10-31 16:24:27
303,Chuy,UY,-33.7,-53.46,65.12,61,43,7.87,scattered clouds,2020-10-31 16:24:28
304,Caxito,AO,-8.58,13.66,82.4,74,20,10.29,few clouds,2020-10-31 16:24:28
305,Mitsamiouli,KM,-11.38,43.28,78.22,79,100,8.61,overcast clouds,2020-10-31 16:24:28
306,Arucas,ES,28.12,-15.52,86.0,22,0,6.93,clear sky,2020-10-31 16:24:29
307,Itarema,BR,-2.92,-39.92,88.9,55,98,17.31,overcast clouds,2020-10-31 16:24:29
308,South Sioux City,US,42.47,-96.41,55.4,58,1,10.29,clear sky,2020-10-31 16:24:29
309,Strezhevoy,RU,60.73,77.59,32.0,96,0,8.95,clear sky,2020-10-31 16:24:29
310,Katsuura,JP,35.13,140.3,53.6,71,0,9.17,clear sky,2020-10-31 16:24:30
311,Atambua,ID,-9.11,124.89,76.23,79,0,2.44,clear sky,2020-10-31 16:24:30
312,La Union,PE,-5.4,-80.75,76.57,54,94,6.87,overcast clouds,2020-10-31 16:24:30
313,Fairbanks,US,64.84,-147.72,9.0,84,90,2.19,light snow,2020-10-31 16:24:30
314,Chandbali,IN,20.78,86.77,78.22,75,100,3.51,overcast clouds,2020-10-31 16:24:30
315,Ahipara,NZ,-35.17,173.17,62.47,95,38,4.99,scattered clouds,2020-10-31 16:24:31
316,Saldanha,ZA,-33.01,17.94,75.2,36,0,17.22,clear sky,2020-10-31 16:24:31
317,Cuiluan,CN,47.72,128.65,38.12,76,44,8.66,scattered clouds,2020-10-31 16:24:31
318,Goundi,TD,9.36,17.37,88.86,44,24,2.62,few clouds,2020-10-31 16:24:31
319,Bhinmal,IN,25.0,72.25,76.5,19,0,5.75,clear sky,2020-10-31 16:24:32
320,Kampong Chhnang,KH,12.17,104.55,77.27,88,81,0.76,light rain,2020-10-31 16:24:32
321,Gimli,CA,50.63,-96.99,35.6,69,81,17.22,broken clouds,2020-10-31 16:24:32
322,Khandyga,RU,62.67,135.6,-8.32,87,3,1.39,clear sky,2020-10-31 16:24:32
323,Maceio,BR,-9.67,-35.74,87.8,62,75,14.99,broken clouds,2020-10-31 16:21:58
324,Bonavista,CA,48.65,-53.11,36.0,69,100,5.82,overcast clouds,2020-10-31 16:24:33
325,San Quintin,MX,30.48,-115.95,71.55,45,68,2.55,broken clouds,2020-10-31 16:24:33
326,Hay River,CA,60.82,-115.8,21.2,92,22,10.29,few clouds,2020-10-31 16:24:33
327,Smithfield,US,41.92,-71.55,39.99,74,1,2.37,clear sky,2020-10-31 16:20:34
328,Marzuq,YE,14.4,46.47,71.37,30,0,3.09,clear sky,2020-10-31 16:24:34
329,Mundo Nuevo,MX,18.7,-95.5,76.06,75,53,15.68,broken clouds,2020-10-31 16:24:34
330,Hobyo,SO,5.35,48.53,82.38,74,99,10.18,light rain,2020-10-31 16:24:36
331,Wukari,NG,7.85,9.78,91.0,41,6,3.62,clear sky,2020-10-31 16:24:36
332,Vanavara,RU,60.34,102.28,-0.15,92,12,3.24,few clouds,2020-10-31 16:24:36
333,Agadez,NE,19.75,10.25,81.59,16,0,8.43,clear sky,2020-10-31 16:24:36
334,Shelton,US,41.32,-73.09,44.01,55,1,5.82,clear sky,2020-10-31 16:24:37
335,Margate,GB,51.38,1.39,57.0,85,92,4.0,light rain,2020-10-31 16:24:37
336,Tuensang,IN,26.28,94.83,68.22,85,100,2.39,moderate rain,2020-10-31 16:24:37
337,Qinhuangdao,CN,39.93,119.59,52.39,36,100,9.35,overcast clouds,2020-10-31 16:24:37
338,Oranjemund,NA,-28.55,16.43,64.74,58,0,23.42,clear sky,2020-10-31 16:24:37
339,Rochegda,RU,62.8,43.25,30.97,97,0,4.07,clear sky,2020-10-31 16:24:38
340,Bubaque,GW,11.28,-15.83,85.48,60,81,6.38,broken clouds,2020-10-31 16:24:38
341,Seoul,KR,37.57,126.98,59.0,54,90,7.65,overcast clouds,2020-10-31 16:20:57
342,Provideniya,RU,64.38,-173.3,21.06,87,92,5.99,overcast clouds,2020-10-31 16:24:39
343,Libreville,GA,0.39,9.45,82.4,83,40,9.17,scattered clouds,2020-10-31 16:24:39
344,Nabire,ID,-3.37,135.48,77.45,88,100,4.63,light rain,2020-10-31 16:24:39
345,Nurlat,RU,54.43,50.81,40.39,82,100,4.88,overcast clouds,2020-10-31 16:24:06
346,Canico,PT,32.63,-16.85,78.01,83,20,9.17,few clouds,2020-10-31 16:24:40
347,Salair,RU,54.23,85.8,31.86,98,100,8.03,overcast clouds,2020-10-31 16:24:40
348,Port-Gentil,GA,-0.72,8.78,84.2,74,20,13.87,few clouds,2020-10-31 16:24:40
349,Sayaxche,GT,16.52,-90.17,73.24,96,100,3.87,light rain,2020-10-31 16:24:41
350,Grafton,US,42.21,-71.69,39.0,47,1,4.7,clear sky,2020-10-31 16:24:41
351,Ormara,PK,25.21,64.64,78.46,49,0,9.42,clear sky,2020-10-31 16:24:41
352,Koumac,NC,-20.57,164.28,75.69,79,66,5.21,broken clouds,2020-10-31 16:24:42
353,Nacala,MZ,-14.54,40.67,78.91,66,100,6.51,overcast clouds,2020-10-31 16:24:42
354,Watsa,CD,3.04,29.54,68.2,91,83,1.32,moderate rain,2020-10-31 16:24:42
355,Tukrah,LY,32.53,20.58,69.6,62,26,13.62,scattered clouds,2020-10-31 16:24:43
356,Linxia,CN,35.6,103.21,40.03,68,87,2.82,overcast clouds,2020-10-31 16:24:43
357,Auka,HN,14.93,-83.83,83.88,77,60,7.4,light rain,2020-10-31 16:24:44
358,Kant,IN,27.8,79.8,72.25,26,0,2.55,clear sky,2020-10-31 16:24:44
359,Garden City,US,42.33,-83.33,46.99,52,75,16.11,broken clouds,2020-10-31 16:24:44
360,Neryungri,RU,56.67,124.65,7.12,93,68,5.61,broken clouds,2020-10-31 16:24:44
361,Guantanamo,CU,20.14,-75.21,89.6,62,75,5.82,moderate rain,2020-10-31 16:24:44
362,Narsaq,GL,60.92,-46.05,28.4,63,20,2.24,few clouds,2020-10-31 16:24:45
363,Den Helder,NL,52.96,4.76,57.2,76,90,19.46,light rain,2020-10-31 16:24:45
364,Iqaluit,CA,63.75,-68.51,21.2,73,90,6.93,light snow,2020-10-31 16:24:45
365,Rockland,US,41.17,-74.05,44.01,62,0,3.87,clear sky,2020-10-31 16:24:46
366,Pimentel,PE,-6.84,-79.93,68.0,72,75,6.93,broken clouds,2020-10-31 16:24:46
367,Solnechnyy,RU,50.72,136.63,34.27,90,100,4.23,overcast clouds,2020-10-31 16:24:46
368,Isla Vista,US,34.41,-119.86,72.0,71,1,1.54,fog,2020-10-31 16:21:54
369,Shu,KZ,43.6,73.76,44.28,56,0,4.92,clear sky,2020-10-31 16:24:47
370,Jurm,AF,36.86,70.83,42.15,42,0,1.48,clear sky,2020-10-31 16:24:47
371,Ambon,ID,-3.7,128.18,82.99,84,7,3.0,clear sky,2020-10-31 16:24:47
372,Paamiut,GL,61.99,-49.67,27.9,88,81,17.85,broken clouds,2020-10-31 16:24:48
373,Portland,US,45.52,-122.68,43.0,93,90,4.7,mist,2020-10-31 16:22:02
374,Bilma,NE,18.69,12.92,82.65,16,0,5.01,clear sky,2020-10-31 16:24:48
375,Jalu,LY,29.03,21.55,69.44,44,0,5.95,clear sky,2020-10-31 16:24:48
376,Palmer,US,42.16,-72.33,37.0,74,1,1.36,clear sky,2020-10-31 16:24:49
377,Honningsvag,NO,70.98,25.97,33.53,90,94,9.91,overcast clouds,2020-10-31 16:24:50
378,Castelbuono,IT,37.93,14.09,64.99,78,1,1.01,clear sky,2020-10-31 16:24:50
379,Nyurba,RU,63.28,118.33,-2.7,92,80,2.95,broken clouds,2020-10-31 16:24:51
380,Grand Gaube,MU,-20.01,57.66,66.99,70,0,17.43,clear sky,2020-10-31 16:24:52
381,Perth Amboy,US,40.51,-74.27,46.0,48,1,4.7,clear sky,2020-10-31 16:24:52
382,Mungeli,IN,22.07,81.68,70.72,47,0,5.41,clear sky,2020-10-31 16:24:52
383,Palauig,PH,15.44,119.9,80.19,74,100,3.15,overcast clouds,2020-10-31 16:24:52
384,Gouyave,GD,12.16,-61.73,86.0,79,75,16.11,broken clouds,2020-10-31 16:24:53
385,Ekhabi,RU,53.51,142.97,33.46,92,95,7.2,overcast clouds,2020-10-31 16:24:53
386,Whitehaven,GB,54.55,-3.58,50.0,80,99,13.0,light rain,2020-10-31 16:24:53
387,Yarada,IN,17.65,83.27,78.8,83,40,2.24,mist,2020-10-31 16:24:54
388,Bonnybridge,GB,56.0,-3.89,52.0,81,95,17.0,moderate rain,2020-10-31 16:24:54
389,Batie,BF,9.88,-2.92,96.55,20,14,5.53,few clouds,2020-10-31 16:24:54
390,Digha,IN,21.68,87.55,78.62,77,100,4.59,overcast clouds,2020-10-31 16:24:54
391,Deputatskiy,RU,69.3,139.9,-7.17,91,100,4.7,overcast clouds,2020-10-31 16:24:55
392,Molina,CL,-35.12,-71.28,80.01,49,0,4.7,clear sky,2020-10-31 16:21:45
393,Avera,US,33.19,-82.53,60.8,55,90,9.17,overcast clouds,2020-10-31 16:24:55
394,Braco Do Norte,BR,-28.27,-49.17,70.59,50,88,4.92,overcast clouds,2020-10-31 16:24:56
395,Pouebo,NC,-20.4,164.57,75.22,81,80,11.39,light rain,2020-10-31 16:24:57
396,Lumphat,KH,13.49,106.98,75.16,81,21,7.14,few clouds,2020-10-31 16:24:57
397,Nhulunbuy,AU,-12.23,136.77,77.0,83,0,4.27,clear sky,2020-10-31 16:24:57
398,Choctaw,US,35.5,-97.27,59.0,54,1,18.34,clear sky,2020-10-31 16:24:57
399,Mattru,SL,7.62,-11.83,85.26,70,72,3.96,light rain,2020-10-31 16:24:58
400,Sovetskiy,RU,61.36,63.58,33.96,97,73,7.63,broken clouds,2020-10-31 16:24:58
401,Acapulco,MX,16.86,-99.89,82.4,69,40,3.36,scattered clouds,2020-10-31 16:24:08
402,Inuvik,CA,68.35,-133.72,1.4,84,67,2.24,broken clouds,2020-10-31 16:24:59
403,Nanortalik,GL,60.14,-45.24,29.55,90,11,15.52,few clouds,2020-10-31 16:24:59
404,Cabra,ES,37.47,-4.44,78.8,41,0,4.7,clear sky,2020-10-31 16:24:59
405,Jalalabad,AF,34.43,70.45,67.42,21,0,3.62,clear sky,2020-10-31 16:24:59
406,Nikel,RU,69.41,30.22,30.2,74,85,24.16,overcast clouds,2020-10-31 16:25:00
407,Zanjan,IR,36.67,48.48,64.4,23,0,6.93,clear sky,2020-10-31 16:25:00
408,Beira,MZ,-19.84,34.84,78.8,78,20,18.34,few clouds,2020-10-31 16:25:00
409,Zhanakorgan,KZ,43.91,67.25,46.96,49,0,8.23,clear sky,2020-10-31 16:25:00
410,Bom Jesus,BR,-9.07,-44.36,95.34,36,67,2.21,broken clouds,2020-10-31 16:25:01
411,Thinadhoo,MV,0.53,72.93,83.37,74,63,9.37,broken clouds,2020-10-31 16:25:01
412,Ikwiriri,TZ,-7.96,38.97,78.42,71,82,6.87,broken clouds,2020-10-31 16:25:02
413,Nuevo Casas Grandes,MX,30.42,-107.92,62.01,27,96,3.0,overcast clouds,2020-10-31 16:25:02
414,Half Moon Bay,US,37.46,-122.43,60.01,81,5,3.49,clear sky,2020-10-31 16:25:03
415,Aniva,RU,46.71,142.53,33.8,86,20,3.94,few clouds,2020-10-31 16:25:03
416,Olot,ES,42.18,2.49,66.0,68,0,1.99,clear sky,2020-10-31 16:25:03
417,Suhbaatar,MN,50.23,106.21,27.41,84,61,5.93,broken clouds,2020-10-31 16:25:04
418,Finschhafen,PG,-6.6,147.87,79.07,79,99,6.82,overcast clouds,2020-10-31 16:25:04
419,Rosetta,EG,31.4,30.42,75.2,57,40,9.17,scattered clouds,2020-10-31 16:25:04
420,Batouri,CM,4.43,14.37,77.9,81,34,1.83,light rain,2020-10-31 16:25:04
421,Garoua,CM,9.3,13.4,98.6,22,0,6.93,clear sky,2020-10-31 16:25:05
422,Korla,CN,41.76,86.15,39.0,66,1,5.01,clear sky,2020-10-31 16:25:05
423,Sinnamary,GF,5.38,-52.95,86.79,66,95,12.48,overcast clouds,2020-10-31 16:25:05
424,Newry,GB,54.18,-6.34,51.01,71,69,11.01,broken clouds,2020-10-31 16:25:06
425,Christchurch,NZ,-43.53,172.63,51.01,93,91,5.82,overcast clouds,2020-10-31 16:25:06
426,Lasa,IT,46.62,10.7,54.0,46,20,5.82,few clouds,2020-10-31 16:25:06
427,Erenhot,CN,43.65,111.98,33.4,68,0,11.95,clear sky,2020-10-31 16:25:06
428,Dicabisagan,PH,17.08,122.42,76.57,82,100,14.74,light rain,2020-10-31 16:25:07
429,Nyuksenitsa,RU,60.41,44.24,30.58,96,0,4.45,clear sky,2020-10-31 16:25:08
430,Makokou,GA,0.57,12.86,78.8,83,40,2.42,thunderstorm with light rain,2020-10-31 16:25:08
431,Sao Miguel Do Iguacu,BR,-25.35,-54.24,80.6,51,40,5.82,scattered clouds,2020-10-31 16:25:08
432,Cap-Chat,CA,49.1,-66.68,30.2,68,6,28.86,clear sky,2020-10-31 16:25:09
433,Mahanoro,MG,-19.9,48.8,68.83,69,55,4.0,broken clouds,2020-10-31 16:25:09
434,Turukhansk,RU,65.82,87.98,15.12,96,100,19.04,snow,2020-10-31 16:25:09
435,Adet,ET,11.26,37.49,58.08,83,87,7.56,light rain,2020-10-31 16:25:09
436,Derzhavinsk,KZ,51.1,66.32,38.57,69,7,5.59,clear sky,2020-10-31 16:25:10
437,Filadelfia,US,39.95,-75.16,48.0,49,20,5.82,few clouds,2020-10-31 16:21:27
438,Mount Gambier,AU,-37.83,140.77,41.0,93,90,3.56,overcast clouds,2020-10-31 16:25:10
439,Erdenet,MN,49.03,104.08,24.08,79,3,8.21,clear sky,2020-10-31 16:25:10
440,Ranot,TH,7.78,100.32,81.63,77,100,3.69,light rain,2020-10-31 16:25:10
441,Itaituba,BR,-4.28,-55.98,87.8,66,40,4.59,scattered clouds,2020-10-31 16:25:11
442,Ambunti,PG,-4.24,142.84,73.24,97,64,1.1,broken clouds,2020-10-31 16:25:11
443,Vardo,NO,70.37,31.11,33.8,74,75,18.34,broken clouds,2020-10-31 16:25:11
444,High Level,CA,58.52,-117.14,17.6,100,20,4.7,few clouds,2020-10-31 16:25:12
445,Namie,JP,37.48,141.0,43.0,75,2,5.46,clear sky,2020-10-31 16:25:12
446,General Escobedo,MX,25.82,-100.33,66.2,45,5,2.3,clear sky,2020-10-31 16:25:12
447,Havelock,US,34.88,-76.9,63.0,55,1,13.87,clear sky,2020-10-31 16:22:39
448,Nizhniy Kuranakh,RU,58.84,125.49,-2.58,91,93,2.06,overcast clouds,2020-10-31 16:25:14
449,Meulaboh,ID,4.14,96.13,78.53,83,100,3.04,moderate rain,2020-10-31 16:25:14
450,Le Port,RE,-20.94,55.29,69.8,60,20,5.82,few clouds,2020-10-31 16:25:14
451,Nairobi,KE,-1.28,36.82,71.6,53,20,11.41,few clouds,2020-10-31 16:25:14
452,Marshall,US,34.38,-86.33,61.0,58,1,9.17,clear sky,2020-10-31 16:25:14
453,Okhotsk,RU,59.38,143.3,16.72,87,0,10.63,clear sky,2020-10-31 16:25:15
454,Laguna,US,38.42,-121.42,55.0,66,1,2.57,clear sky,2020-10-31 16:25:15
455,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,83.37,68,90,10.54,overcast clouds,2020-10-31 16:25:15
456,San Vicente,AR,-26.62,-54.13,70.3,82,7,3.2,moderate rain,2020-10-31 16:25:15
457,Puerto Colombia,CO,10.99,-74.95,86.0,79,75,4.7,broken clouds,2020-10-31 16:25:16
458,Santa Maria Do Suacui,BR,-18.19,-42.41,67.41,95,100,3.04,moderate rain,2020-10-31 16:25:16
459,Goderich,CA,43.75,-81.72,39.2,64,36,13.87,scattered clouds,2020-10-31 16:25:17
460,Udachnyy,RU,66.42,112.4,1.4,91,0,2.24,clear sky,2020-10-31 16:25:17
461,Ballina,AU,-28.87,153.57,64.4,82,0,6.93,clear sky,2020-10-31 16:25:17
462,Ponta Do Sol,PT,32.67,-17.1,78.01,83,20,9.17,few clouds,2020-10-31 16:25:17
463,Sidi Ali,DZ,36.1,0.42,71.01,49,44,7.09,scattered clouds,2020-10-31 16:25:18
464,Ostrovnoy,RU,68.05,39.51,26.89,95,13,12.21,few clouds,2020-10-31 16:25:18
465,Ponta Delgada,PT,37.73,-25.67,69.8,94,75,14.99,broken clouds,2020-10-31 16:25:19
466,Lamar,US,33.67,-95.58,57.99,66,1,8.05,clear sky,2020-10-31 16:25:20
467,Torbay,CA,47.67,-52.73,37.99,69,90,13.87,light shower snow,2020-10-31 16:25:20
468,Funtua,NG,11.52,7.31,86.97,26,1,6.85,clear sky,2020-10-31 16:25:20
469,Shache,CN,38.42,77.24,40.12,59,0,5.75,clear sky,2020-10-31 16:25:20
470,Krasnyy Chikoy,RU,50.36,108.75,24.4,92,82,9.62,light snow,2020-10-31 16:25:20
471,Northam,GB,51.03,-4.22,54.0,80,86,17.0,light rain,2020-10-31 16:25:21
472,Mocuba,MZ,-16.84,36.99,79.52,60,68,8.46,light rain,2020-10-31 16:25:21
473,Kerman,IR,30.28,57.08,55.4,20,0,4.7,clear sky,2020-10-31 16:25:21
474,Sobolevo,RU,54.43,31.9,46.0,89,100,9.01,light rain,2020-10-31 16:25:21
475,Ziro,IN,27.63,93.83,53.2,83,100,1.36,overcast clouds,2020-10-31 16:25:22
476,Abaete,BR,-19.16,-45.45,75.69,70,96,4.34,overcast clouds,2020-10-31 16:25:22
477,Umm Kaddadah,SD,13.6,26.69,91.4,16,0,8.23,clear sky,2020-10-31 16:25:23
478,Tura,IN,25.52,90.22,73.2,95,100,1.81,moderate rain,2020-10-31 16:25:23
479,Kaeo,NZ,-35.1,173.78,57.0,97,48,1.99,scattered clouds,2020-10-31 16:25:24
480,Sorgun,TR,39.81,35.19,48.74,60,38,2.21,scattered clouds,2020-10-31 16:25:24
481,Sinjar,IQ,36.32,41.88,63.36,26,28,5.46,scattered clouds,2020-10-31 16:25:24
482,Tessalit,ML,20.2,1.01,93.2,11,8,11.07,clear sky,2020-10-31 16:25:24
483,Arlit,NE,18.74,7.39,89.4,13,0,22.32,clear sky,2020-10-31 16:25:25
484,Beisfjord,NO,68.38,17.6,39.2,86,80,10.29,broken clouds,2020-10-31 16:25:25
485,Kigorobya,UG,1.62,31.31,69.51,87,59,1.66,moderate rain,2020-10-31 16:25:25
486,Eldoret,KE,0.52,35.27,64.4,72,40,5.82,scattered clouds,2020-10-31 16:25:25
487,Makaha,US,21.47,-158.22,71.6,100,1,3.36,clear sky,2020-10-31 16:25:25
488,Antofagasta,CL,-23.65,-70.4,68.0,67,0,12.75,clear sky,2020-10-31 16:25:26
489,Hervey Bay,AU,-25.3,152.85,75.99,83,5,4.0,light rain,2020-10-31 16:25:26
490,Gusau,NG,12.16,6.66,92.5,18,89,6.73,overcast clouds,2020-10-31 16:25:26
491,Vysokogornyy,RU,50.12,139.15,30.18,94,100,2.59,overcast clouds,2020-10-31 16:25:26
492,Safranbolu,TR,41.25,32.69,51.89,82,94,4.38,light rain,2020-10-31 16:25:27
493,Ripanj,RS,44.64,20.52,55.4,87,75,9.17,broken clouds,2020-10-31 16:25:27
494,Kutum,SD,14.2,24.67,82.31,19,0,9.33,clear sky,2020-10-31 16:25:27
495,Hassleholm,SE,56.16,13.77,53.6,100,90,9.17,mist,2020-10-31 16:25:27
496,Eureka,US,40.8,-124.16,46.4,100,1,1.9,clear sky,2020-10-31 16:25:28
497,Chernyshevskiy,RU,63.01,112.47,-4.16,92,4,2.35,clear sky,2020-10-31 16:25:28
498,Zalantun,CN,48.0,122.72,33.42,88,92,14.16,snow,2020-10-31 16:25:28
499,Utevka,RU,52.9,50.95,45.75,65,100,5.03,light rain,2020-10-31 16:25:29
500,Fandriana,MG,-20.23,47.38,55.71,82,53,3.69,broken clouds,2020-10-31 16:25:29
501,Chumikan,RU,54.72,135.31,33.22,96,100,22.1,overcast clouds,2020-10-31 16:25:29
502,Rani,IN,25.35,73.31,71.62,22,0,3.87,clear sky,2020-10-31 16:25:29
503,Zhigansk,RU,66.77,123.37,-10.7,89,82,0.36,broken clouds,2020-10-31 16:25:30
504,Karratha,AU,-20.74,116.85,71.1,84,0,12.73,light rain,2020-10-31 16:25:30
505,Alofi,NU,-19.06,-169.92,73.4,94,89,11.41,overcast clouds,2020-10-31 16:25:30
506,Tevaitoa,PF,-16.78,-151.5,79.2,75,7,19.28,clear sky,2020-10-31 16:25:30
507,Carlisle,US,40.2,-77.19,46.0,66,18,3.13,few clouds,2020-10-31 16:22:22
508,Banda Aceh,ID,5.56,95.32,80.69,77,97,8.08,light rain,2020-10-31 16:25:31
509,Namanyere,TZ,-7.52,31.05,71.8,46,49,1.74,scattered clouds,2020-10-31 16:25:31
510,Uyaan,PH,7.86,124.04,63.75,100,100,2.91,light rain,2020-10-31 16:25:31
511,Santa Fe,AR,-31.63,-60.7,78.01,20,0,1.99,clear sky,2020-10-31 16:25:32
512,Burnie,AU,-41.07,145.92,48.0,76,1,5.99,clear sky,2020-10-31 16:25:32
513,Hobbs,US,32.7,-103.14,64.0,38,5,6.93,clear sky,2020-10-31 16:25:32
514,Komsomolskiy,UZ,40.43,71.72,42.8,45,0,6.93,clear sky,2020-10-31 16:25:32
515,Karatau,KZ,43.17,70.47,39.24,69,68,0.96,broken clouds,2020-10-31 16:25:33
516,Ozernovskiy,RU,51.5,156.52,39.45,77,100,19.75,overcast clouds,2020-10-31 16:25:33
517,Ust-Maya,RU,60.42,134.53,-6.09,90,3,2.48,clear sky,2020-10-31 16:25:33
518,Pangai,TO,-19.8,-174.35,76.64,82,26,23.38,light rain,2020-10-31 16:25:33
519,Katherine,AU,-14.47,132.27,86.0,40,0,6.93,clear sky,2020-10-31 16:25:34
520,Aripuana,BR,-9.17,-60.63,87.06,62,100,2.55,light rain,2020-10-31 16:25:34
521,Necochea,AR,-38.55,-58.74,68.63,43,2,7.16,clear sky,2020-10-31 16:25:35
522,Usinsk,RU,65.99,57.53,32.14,98,96,18.5,overcast clouds,2020-10-31 16:25:36
523,Sistranda,NO,63.73,8.83,46.4,75,75,21.92,broken clouds,2020-10-31 16:25:36
524,Cabral,DO,18.25,-71.22,86.0,74,75,6.93,broken clouds,2020-10-31 16:25:36
525,Otavi,NA,-19.65,17.33,88.77,23,80,3.38,broken clouds,2020-10-31 16:25:36
526,Alice Springs,AU,-23.7,133.88,64.4,25,48,6.93,scattered clouds,2020-10-31 16:24:25
527,Newport,GB,51.59,-3.0,54.0,87,60,3.0,light rain,2020-10-31 16:23:12
528,Qiongshan,CN,20.01,110.35,71.6,88,0,2.24,light rain,2020-10-31 16:25:37
529,Lithgow,AU,-33.48,150.15,46.99,93,18,3.47,few clouds,2020-10-31 16:25:37
530,Biltine,TD,14.53,20.92,90.61,19,2,10.33,clear sky,2020-10-31 16:25:37
531,Burley,US,42.54,-113.79,46.4,49,1,5.82,clear sky,2020-10-31 16:25:37
532,Amahai,ID,-3.33,128.92,82.99,83,66,1.01,broken clouds,2020-10-31 16:25:38
533,Mogzon,RU,51.74,111.96,21.72,92,92,9.19,overcast clouds,2020-10-31 16:25:38
534,Teguise,ES,29.06,-13.56,77.0,69,0,11.41,clear sky,2020-10-31 16:25:38
535,Ribeira Brava,PT,32.65,-17.07,78.01,83,20,9.17,few clouds,2020-10-31 16:25:39
536,Novobirilyussy,RU,56.95,90.67,21.38,97,84,4.38,broken clouds,2020-10-31 16:25:39
537,Kawalu,ID,-7.38,108.21,73.06,90,96,1.5,moderate rain,2020-10-31 16:25:39
538,Inta,RU,66.03,60.17,32.14,98,100,17.87,overcast clouds,2020-10-31 16:25:39
539,Deniliquin,AU,-35.53,144.97,52.41,83,0,8.59,clear sky,2020-10-31 16:25:39
540,Sioux Lookout,CA,50.1,-91.92,39.2,69,90,18.34,overcast clouds,2020-10-31 16:25:40
541,Kurilsk,RU,45.23,147.88,45.41,69,88,12.8,overcast clouds,2020-10-31 16:25:40
542,Lazaro Cardenas,MX,17.96,-102.2,80.49,70,93,3.83,overcast clouds,2020-10-31 16:25:40
543,Balsas,BR,-7.53,-46.04,85.84,65,79,5.23,moderate rain,2020-10-31 16:25:41
544,Arrecife,ES,28.96,-13.55,77.0,69,0,11.41,clear sky,2020-10-31 16:25:41
545,Antalaha,MG,-14.9,50.28,70.9,75,56,11.16,broken clouds,2020-10-31 16:25:41
546,Mbanza-Ngungu,CD,-5.25,14.87,81.03,74,73,2.86,light rain,2020-10-31 16:25:42
547,Saint Anthony,US,45.02,-93.22,50.0,61,1,16.11,clear sky,2020-10-31 16:25:42
548,Taipu,BR,-5.62,-35.6,86.0,66,75,18.34,broken clouds,2020-10-31 16:25:42
